,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status
50982,058b47cafcb62845676917a46cf732e4,f0adbcc906e94774e167ee43ce2209f2,delivered,2017-10-03 23:52:07,2017-10-04 22:28:23,2017-10-06 19:53:18,2017-10-16 16:08:07,2017-11-01,2,b791d5d05f0c974d148d358efcd21d84,7aa4334be125fcdd2ba64b3180029f14,2017-10-10 22:28:23,25.99,16.11,cama_mesa_banho,59.0,1092.0,1.0,500.0,16.0,20.0,16.0,bed_bath_table,b5b46581465f851df3529a30d2503f59,28470,santo antonio de padua,RJ,Repeater
50985,28ff0422d12a02fb62ae4c9f9e9317f3,39107f08b7d90d53c4b81a91befb0619,delivered,2018-03-05 06:24:49,2018-03-05 06:35:33,2018-03-05 23:48:42,2018-04-12 16:26:37,2018-03-23,1,4680d0c534e54990d8579f41dd239901,1900267e848ceeba8fa32d80c1a5f5a8,2018-03-09 06:35:33,53.0,16.13,cama_mesa_banho,49.0,564.0,1.0,600.0,16.0,10.0,16.0,bed_bath_table,19cb65cc7310ae4eef4f15bb70539d01,24240,niteroi,RJ,Repeater
50987,50ab8a54c2060cccdabcf4ad996be719,149ac0fdc3fc6ed91440c95c1a92736b,delivered,2018-03-27 13:20:27,2018-03-27 13:35:10,2018-03-29 00:26:45,2018-04-27 19:51:52,2018-04-20,1,476f613bc92f3a20cf80a586fa45a232,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-02 13:31:46,39.9,38.4,cama_mesa_banho,56.0,207.0,1.0,500.0,50.0,11.0,40.0,bed_bath_table,f1bee02ceae8a430506b798786f766b4,60170,fortaleza,CE,Repeater
50990,d240d33f0dcf05513f86b7846c4db05c,0303e5527d4342ac7939d2bfc0f9f9e2,delivered,2017-12-06 12:33:21,2017-12-07 03:16:38,2017-12-09 15:37:06,2017-12-20 19:13:42,2018-01-09,1,b1642ee7c8c39a5516b207935b1fe108,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-18 03:16:38,349.9,28.77,cama_mesa_banho,52.0,289.0,1.0,4800.0,43.0,15.0,39.0,bed_bath_table,7ea3dc64a652d699ace3048e904c561b,35590,lagoa da prata,MG,Repeater
51005,41907a6e6906a563e6dd54a19d77abcd,cb48d9ebf68a3d1e44c8e084b097b196,delivered,2018-03-13 07:45:39,2018-03-13 09:04:10,2018-03-13 18:05:48,2018-04-03 14:58:55,2018-05-08,1,98495a200164656ae8cbfe649729ba4d,1771297ac436903d1dd6b0e9279aa505,2018-03-19 08:31:44,26.77,13.45,cama_mesa_banho,41.0,451.0,1.0,1000.0,70.0,20.0,50.0,bed_bath_table,fd8ccc89be43894d2553494c71a61fd8,24240,niteroi,RJ,Repeater
51006,41907a6e6906a563e6dd54a19d77abcd,cb48d9ebf68a3d1e44c8e084b097b196,delivered,2018-03-13 07:45:39,2018-03-13 09:04:10,2018-03-13 18:05:48,2018-04-03 14:58:55,2018-05-08,2,98495a200164656ae8cbfe649729ba4d,1771297ac436903d1dd6b0e9279aa505,2018-03-19 08:31:44,26.77,13.45,cama_mesa_banho,41.0,451.0,1.0,1000.0,70.0,20.0,50.0,bed_bath_table,fd8ccc89be43894d2553494c71a61fd8,24240,niteroi,RJ,Repeater
51024,88791555f9832d0bee1f87f2074392ef,ac23640ef05c70108abe56d93e23f260,delivered,2017-12-03 00:00:10,2017-12-03 02:43:35,2017-12-05 21:28:45,2017-12-19 20:48:11,2017-12-28,1,4b7528d093f5acaec2a072366a4106bc,d2374cbcbb3ca4ab1086534108cc3ab7,2017-12-07 02:31:30,67.9,17.73,cama_mesa_banho,34.0,304.0,2.0,1100.0,33.0,9.0,38.0,bed_bath_table,2f679a526d3b619beccc26a3d1435de4,20230,rio de janeiro,RJ,Repeater
51036,aa2ae4efd578f1c304128a899e4d1a17,3cb66f1169b5dd1fc680f9a951641612,delivered,2017-06-08 22:46:23,2017-06-08 22:55:08,2017-06-14 08:05:16,2017-06-22 08:34:03,2017-07-04,1,bbf76ccd9b620fb13136c95bc5adb5da,dc4a0fc896dc34b0d5bfec8438291c80,2017-06-15 22:55:08,338.5,79.39,cama_mesa_banho,60.0,490.0,4.0,18600.0,58.0,40.0,49.0,bed_bath_table,6bb535b0906b43e0041916897667aeed,88495,garopaba,SC,Repeater
51052,12415173366718477ff1dfac106f018b,a08d12b411aff157dad8503f7cc03ace,delivered,2018-03-18 11:20:16,2018-03-19 11:15:10,2018-03-20 20:21:45,2018-03-26 17:36:42,2018-04-05,1,db666be3f0d386b173b91c54e6824e05,f7ccf836d21b2fb1de37564105216cc1,2018-03-23 11:15:10,22.0,12.79,cama_mesa_banho,37.0,362.0,1.0,450.0,25.0,2.0,20.0,bed_bath_table,9b22d6fe1f74d6e1aefec789415ec847,2020,sao paulo,SP,Repeater
51055,3c0f91a7a3493bb46260f52f2e6ab61a,53106ad4ce681e65be974104974ae23d,delivered,2018-03-03 21:03:17,2018-03-03 21:10:38,2018-03-06 05:25:13,2018-04-24 15:32:27,2018-03-26,1,5bdfe8e8b816fda68f9f8eb7c0c08e62,7ad32824caee82087b3e2e5f33b1bf32,2018-03-07 21:10:38,37.0,15.1,cama_mesa_banho,60.0,213.0,1.0,1050.0,35.0,10.0,18.0,bed_bath_table,8b648bdd88380c34e18d3ca8ba9055a2,29395,ibatiba,ES,Repeater
51063,47ea7a7404f3a2bd852026254b803f48,f28aac2789e12c47afd75647b5788bfa,delivered,2018-03-03 17:48:45,2018-03-03 17:55:36,2018-03-08 20:04:30,2018-04-05 01:06:32,2018-03-23,1,47bc2406d0edb0a2ac3cee99de9eec1b,4a3ca9315b744ce9f8e9374361493884,2018-03-08 17:55:36,89.9,17.88,cama_mesa_banho,58.0,273.0,1.0,3550.0,45.0,15.0,35.0,bed_bath_table,e3a07a2fce775f67bcf06e6278807608,71090,brasilia,DF,Repeater
51072,fe36a827e3e9e0a6f5e11b0be2055727,3f08de414e86c589d3f085630f5f7f69,delivered,2018-02-12 19:22:50,2018-02-13 19:27:10,2018-02-15 18:30:15,2018-03-26 14:26:31,2018-03-06,1,df6d00c24fc224b84e9ad17708d0f4d7,f7ccf836d21b2fb1de37564105216cc1,2018-02-19 18:27:10,43.0,12.69,cama_mesa_banho,53.0,495.0,1.0,650.0,30.0,4.0,19.0,bed_bath_table,7d904a4755e206a3e308a1f03d4a3a7c,13064,campinas,SP,Repeater
51085,94ca38619d7e64f94facac403a99682d,ea6ba2b2e27f7efea73bdeab7fd6e4a0,delivered,2018-07-28 13:13:00,2018-07-30 16:05:13,2018-07-31 12:57:00,2018-08-06 12:32:07,2018-08-13,1,05df88a280f9c6edca3b2f5f9b3e75ad,7ad32824caee82087b3e2e5f33b1bf32,2018-08-01 16:05:13,91.0,7.78,cama_mesa_banho,56.0,279.0,1.0,525.0,34.0,23.0,43.0,bed_bath_table,0178b244a5c281fb2ade54038dd4b161,14960,novo horizonte,SP,Repeater
51086,94ca38619d7e64f94facac403a99682d,ea6ba2b2e27f7efea73bdeab7fd6e4a0,delivered,2018-07-28 13:13:00,2018-07-30 16:05:13,2018-07-31 12:57:00,2018-08-06 12:32:07,2018-08-13,2,32dfa38395ccd47d7b320470b0514fee,1900267e848ceeba8fa32d80c1a5f5a8,2018-08-01 16:05:13,13.99,15.55,cama_mesa_banho,58.0,505.0,2.0,150.0,16.0,10.0,16.0,bed_bath_table,0178b244a5c281fb2ade54038dd4b161,14960,novo horizonte,SP,Repeater
51087,94ca38619d7e64f94facac403a99682d,ea6ba2b2e27f7efea73bdeab7fd6e4a0,delivered,2018-07-28 13:13:00,2018-07-30 16:05:13,2018-07-31 12:57:00,2018-08-06 12:32:07,2018-08-13,3,32dfa38395ccd47d7b320470b0514fee,1900267e848ceeba8fa32d80c1a5f5a8,2018-08-01 16:05:13,13.99,15.55,cama_mesa_banho,58.0,505.0,2.0,150.0,16.0,10.0,16.0,bed_bath_table,0178b244a5c281fb2ade54038dd4b161,14960,novo horizonte,SP,Repeater
51095,40a6bf502702fa0bfaee3ae436b554ed,12485361650f36d12adc8cee72ff41de,delivered,2018-07-31 07:58:01,2018-07-31 08:10:17,2018-08-01 07:30:00,2018-08-07 23:36:26,2018-08-30,1,26c927e65e1f0e55dd678ab40436bc99,951e8cef368f09bb3f3d03c00ca4702c,2018-08-06 08:10:17,38.99,19.46,cama_mesa_banho,43.0,324.0,1.0,900.0,36.0,4.0,29.0,bed_bath_table,9689908caf4de73724feed92175d867a,28991,saquarema,RJ,Repeater
51096,40a6bf502702fa0bfaee3ae436b554ed,12485361650f36d12adc8cee72ff41de,delivered,2018-07-31 07:58:01,2018-07-31 08:10:17,2018-08-01 07:30:00,2018-08-07 23:36:26,2018-08-30,2,26c927e65e1f0e55dd678ab40436bc99,951e8cef368f09bb3f3d03c00ca4702c,2018-08-06 08:10:17,38.99,19.46,cama_mesa_banho,43.0,324.0,1.0,900.0,36.0,4.0,29.0,bed_bath_table,9689908caf4de73724feed92175d867a,28991,saquarema,RJ,Repeater
51102,89d881134bb068f04011771181b2cb86,b5c4e636b21367a011c2af4f758c8096,delivered,2017-11-21 15:40:39,2017-11-21 15:52:31,2017-11-22 21:42:32,2017-11-30 22:58:28,2017-12-08,1,58fd8873cf12a178215b4339d2b34ec5,da8622b14eb17ae2831f4ac5b9dab84a,2017-11-27 15:52:31,339.9,28.7,cama_mesa_banho,59.0,299.0,1.0,4900.0,42.0,12.0,42.0,bed_bath_table,ec6a85d8bf9c7a514c411a1287643d1d,22775,rio de janeiro,RJ,Repeater
51134,6eea8cd99d26a8bbdf39d5289e4e7601,e91d82bbb0f6fd7e6e30511456357ce1,delivered,2017-06-08 22:46:23,2017-06-08 22:55:07,2017-06-09 11:10:19,2017-06-19 06:43:32,2017-07-03,1,0b00b16606aeb46da3543bbabff4d6b3,d1c281d3ae149232351cd8c8cc885f0d,2017-06-14 22:55:07,232.99,62.37,cama_mesa_banho,58.0,363.0,1.0,14800.0,55.0,45.0,35.0,bed_bath_table,6bb535b0906b43e0041916897667aeed,88495,garopaba,SC,Repeater
51135,6eea8cd99d26a8bbdf39d5289e4e7601,e91d82bbb0f6fd7e6e30511456357ce1,delivered,2017-06-08 22:46:23,2017-06-08 22:55:07,2017-06-09 11:10:19,2017-06-19 06:43:32,2017-07-03,2,0b00b16606aeb46da3543bbabff4d6b3,d1c281d3ae149232351cd8c8cc885f0d,2017-06-14 22:55:07,232.99,62.37,cama_mesa_banho,58.0,363.0,1.0,14800.0,55.0,45.0,35.0,bed_bath_table,6bb535b0906b43e0041916897667aeed,88495,garopaba,SC,Repeater
51146,69d7a6c47dc11a476f79514694809c60,89308d2e180453477f64c286806350f5,delivered,2017-03-22 12:29:08,2017-03-22 12:29:08,2017-03-24 12:40:30,2017-03-30 11:21:47,2017-04-13,1,e8cbef97b4aa646fb8fa170f0da01b5b,dc4a0fc896dc34b0d5bfec8438291c80,2017-03-31 12:29:08,129.9,16.02,cama_mesa_banho,60.0,146.0,2.0,3000.0,34.0,8.0,41.0,bed_bath_table,043aee247e71edff7045664609f4d806,15707,jales,SP,Repeater
51147,69d7a6c47dc11a476f79514694809c60,89308d2e180453477f64c286806350f5,delivered,2017-03-22 12:29:08,2017-03-22 12:29:08,2017-03-24 12:40:30,2017-03-30 11:21:47,2017-04-13,2,e8cbef97b4aa646fb8fa170f0da01b5b,dc4a0fc896dc34b0d5bfec8438291c80,2017-03-31 12:29:08,129.9,16.02,cama_mesa_banho,60.0,146.0,2.0,3000.0,34.0,8.0,41.0,bed_bath_table,043aee247e71edff7045664609f4d806,15707,jales,SP,Repeater
51156,ae348c74e571e34c44d0874b21087f71,85182f0b98c07d6648143d62ec4182e6,delivered,2017-09-17 14:12:52,2017-09-17 14:26:50,2017-09-18 21:27:48,2017-09-22 17:23:14,2017-10-04,1,691951678a17b3cf3667385513e1137b,17ca9b9e9b9ef8fdb529001b49ebb50f,2017-09-21 14:26:50,85.97,14.33,cama_mesa_banho,55.0,599.0,1.0,3600.0,16.0,50.0,40.0,bed_bath_table,2b4efa2bb0d9e62ee5e197cacd93c0d6,37600,cambui,MG,Repeater
51193,c8a93f34ce6f1d3299b0e762f62dfc3d,073d9752205a02fe743263d3d781cce1,delivered,2018-04-19 18:54:32,2018-04-19 19:10:52,2018-04-23 07:55:00,2018-05-01 02:05:32,2018-05-17,1,5adf18557fb630bec009793ac8ae4483,1835b56ce799e6a4dc4eddc053f04066,2018-04-25 19:10:52,143.6,18.89,cama_mesa_banho,47.0,839.0,1.0,1650.0,16.0,10.0,16.0,bed_bath_table,56c8638e7c058b98aae6d74d2dd6ea23,37800,guaxupe,MG,Repeater
51194,09c8e71060b07326dba9db865f46881e,a95af80256ebdb05713863cb03060667,delivered,2018-06-03 18:48:07,2018-06-03 18:55:17,2018-06-04 13:18:00,2018-06-11 19:18:53,2018-07-25,1,5c995522494b7e399aa98537516e1c20,3b15288545f8928d3e65a8f949a28291,2018-06-11 18:55:17,99.99,23.28,cama_mesa_banho,39.0,276.0,1.0,1650.0,30.0,10.0,20.0,bed_bath_table,6832ad9ac97f82c7c5d614fb8e632e7b,21740,rio de janeiro,RJ,Repeater
51196,892b015e3a78c1b2fa5449f09af3df7b,d0fd2347774bbae9e9118a08b1a4ea31,delivered,2017-11-30 22:20:59,2017-12-01 10:31:15,2017-12-01 17:33:00,2017-12-19 00:07:52,2017-12-29,1,292fb25ba428fb067c8b7cf3f70b58be,004c9cd9d87a3c30c522c48c4fc07416,2017-12-07 22:31:25,104.99,17.98,cama_mesa_banho,58.0,663.0,1.0,2200.0,29.0,8.0,38.0,bed_bath_table,0d4644eff058d75937ca1eec574bf87d,36600,bicas,MG,Repeater
51217,75107c0791f328a77ef65ab69646594e,149338c97694f4c1825ef1b9d0afc2cc,delivered,2017-06-18 14:46:09,2017-06-18 15:05:10,2017-06-19 19:04:24,2017-06-30 13:27:51,2017-07-13,1,efaeb3361423a3cb388b7bf8741ca075,da8622b14eb17ae2831f4ac5b9dab84a,2017-06-22 15:05:10,119.9,18.09,cama_mesa_banho,53.0,153.0,1.0,1800.0,42.0,7.0,35.0,bed_bath_table,c40b4a21d854ab194280dadc8998061f,71939,taguatinga,DF,Repeater
51221,93cd78e1b92970d2a7e7251057f85153,81805d02402ef56db08122440a0a938a,delivered,2017-11-06 04:41:37,2017-11-06 04:55:32,2017-11-07 22:59:45,2017-11-23 20:28:38,2017-11-24,1,b69e1a77c55daed30e26f8a1fc534424,4200ddf1967c5e41e48db62bc6d4b5ac,2017-11-10 04:55:32,16.9,14.1,cama_mesa_banho,33.0,435.0,1.0,200.0,20.0,12.0,20.0,bed_bath_table,0333b2fc6ba7014702e08ef613850270,22621,rio de janeiro,RJ,Repeater
51222,93cd78e1b92970d2a7e7251057f85153,81805d02402ef56db08122440a0a938a,delivered,2017-11-06 04:41:37,2017-11-06 04:55:32,2017-11-07 22:59:45,2017-11-23 20:28:38,2017-11-24,2,b69e1a77c55daed30e26f8a1fc534424,4200ddf1967c5e41e48db62bc6d4b5ac,2017-11-10 04:55:32,16.9,14.1,cama_mesa_banho,33.0,435.0,1.0,200.0,20.0,12.0,20.0,bed_bath_table,0333b2fc6ba7014702e08ef613850270,22621,rio de janeiro,RJ,Repeater
51224,6b0de1567f1212f98b815cf9dd0197a7,73149e2def5373d0e10aadcf0d8f8167,delivered,2017-10-03 14:05:27,2017-10-03 14:14:20,2017-10-06 20:59:56,2017-10-18 22:33:06,2017-11-13,1,0f2210490db477cfc80743481d0b6399,b56828a9f9027f3c918c04ca720d9e3c,2017-10-10 14:14:20,120.0,64.26,cama_mesa_banho,54.0,1160.0,1.0,7800.0,40.0,40.0,40.0,bed_bath_table,26e025af2347c3968f6a578f853a9da2,62270,hidrolandia,CE,Repeater
51226,8b426ff8aa1c03dc173f1270133b408e,9840a2dfc996cade0dce0f64be44ecb8,delivered,2017-08-11 21:59:06,2017-08-11 22:25:10,2017-08-15 12:58:08,2017-08-22 21:38:12,2017-09-04,1,4d3060c26750a6fcd7af9355fdbff8dd,dc4a0fc896dc34b0d5bfec8438291c80,2017-08-20 22:25:10,77.68,12.9,cama_mesa_banho,59.0,184.0,2.0,850.0,70.0,10.0,40.0,bed_bath_table,a7d9a3e447614288937ad2bba991676c,8120,sao paulo,SP,Repeater
51227,8b426ff8aa1c03dc173f1270133b408e,9840a2dfc996cade0dce0f64be44ecb8,delivered,2017-08-11 21:59:06,2017-08-11 22:25:10,2017-08-15 12:58:08,2017-08-22 21:38:12,2017-09-04,2,8a33c55582d40e0d441c76c2990c467f,dc4a0fc896dc34b0d5bfec8438291c80,2017-08-20 22:25:10,83.36,12.9,cama_mesa_banho,56.0,184.0,2.0,600.0,60.0,8.0,50.0,bed_bath_table,a7d9a3e447614288937ad2bba991676c,8120,sao paulo,SP,Repeater
51232,c3c98f80459f075de43e0645f41be709,148557b5c36230134009aeeb9915b57b,delivered,2018-07-18 00:08:33,2018-07-18 00:41:31,2018-07-18 12:52:00,2018-07-25 19:37:00,2018-08-10,1,0fb4287d451ca41ec9311a82fd9599a3,7ad32824caee82087b3e2e5f33b1bf32,2018-07-20 00:21:49,75.0,19.72,cama_mesa_banho,52.0,276.0,1.0,850.0,34.0,23.0,42.0,bed_bath_table,a0d58c3abf0bc947e39f72976db72428,99700,erechim,RS,Repeater
51243,224a57164e7d58e7d551cdc70d6d902d,29ee61d7bce36b9cf564afc6bede150f,delivered,2017-12-15 13:07:21,2017-12-15 13:15:27,2017-12-18 19:18:37,2018-01-19 14:07:49,2018-01-26,1,db7c8db5c70ae474fb9caa8c54454854,41b39e28db005d9731d9d485a83b4c38,2017-12-21 13:15:27,29.9,20.75,cama_mesa_banho,53.0,196.0,3.0,650.0,37.0,23.0,35.0,bed_bath_table,20001d07954025179c613496803181a6,67200,marituba,PA,Repeater
51255,447e81187647a12bf1a254923877d0ed,f612d06761ea58eb016667c4b61916d4,delivered,2017-06-02 09:18:44,2017-06-03 02:30:23,2017-06-08 11:52:03,2017-06-19 13:36:32,2017-07-05,1,9388e84da6051e85eb86fc653c3aa64f,cce6ab8d1682639fe45ab70234f1665f,2017-06-14 02:30:23,34.9,19.59,cama_mesa_banho,54.0,701.0,2.0,1100.0,50.0,12.0,12.0,bed_bath_table,0b18593e033697810a62a987e77f4b8c,35545,perdigao,MG,Repeater
51256,0c65eb5a1415db7a20dfc869c9277e7a,eda4c5f48f975dff9e7c1a846ed6a8b8,delivered,2017-08-23 11:48:42,2017-08-23 12:06:16,2017-09-21 20:47:15,2017-09-29 11:40:16,2017-09-21,1,9388e84da6051e85eb86fc653c3aa64f,cce6ab8d1682639fe45ab70234f1665f,2017-09-04 12:06:16,40.0,17.6,cama_mesa_banho,54.0,701.0,2.0,1100.0,50.0,12.0,12.0,bed_bath_table,53c84ac43bbfafb7a6b5d9076ab423c7,97015,santa maria,RS,Repeater
51260,17cb23af289c0b034d217eafe2b2e1df,c6cd6db85ac028c06f0efcce7c6966cf,delivered,2017-06-08 23:28:16,2017-06-08 23:42:48,2017-06-13 18:26:05,2017-06-21 18:13:40,2017-07-03,1,65d081bf2ebe1e9b8dd59a72a55a2a6d,a3e9a2c700480d9bb01fba070ba80a0e,2017-06-14 23:42:48,119.9,21.33,cama_mesa_banho,47.0,496.0,1.0,2150.0,49.0,10.0,39.0,bed_bath_table,6ee2f345f4f2fbd1cafb6447a6b37642,85858,foz do iguacu,PR,Repeater
51268,94f522c26f2681ad053b999e34e7b317,fd92e79c1dfcd1ddae4d4630fef5bb7e,delivered,2018-03-04 16:17:17,2018-03-04 16:30:33,2018-03-07 21:27:57,2018-04-05 22:16:26,2018-03-26,1,a9bd39d11fe4d2d378c44eee9b11d9ce,4a3ca9315b744ce9f8e9374361493884,2018-03-08 16:30:33,193.9,16.11,cama_mesa_banho,58.0,295.0,1.0,550.0,60.0,10.0,40.0,bed_bath_table,c49c236a96f8e5b983ce6467af4317b9,27570,porto real,RJ,Repeater
51270,7cdb98b018309556c5994e4a200213c0,371800d440c7ea96d8757c42728e0032,delivered,2018-08-05 16:07:17,2018-08-07 04:44:39,2018-08-07 10:34:00,2018-08-13 11:38:28,2018-08-20,1,25a69adae1b354beb056d4b740e841cd,f7ccf836d21b2fb1de37564105216cc1,2018-08-09 04:44:39,39.0,19.46,cama_mesa_banho,50.0,762.0,2.0,900.0,30.0,4.0,20.0,bed_bath_table,b021c4914aaf3c673e92473fb1e61010,25914,mage,RJ,Repeater
51271,7cdb98b018309556c5994e4a200213c0,371800d440c7ea96d8757c42728e0032,delivered,2018-08-05 16:07:17,2018-08-07 04:44:39,2018-08-07 10:34:00,2018-08-13 11:38:28,2018-08-20,2,25a69adae1b354beb056d4b740e841cd,f7ccf836d21b2fb1de37564105216cc1,2018-08-09 04:44:39,39.0,19.46,cama_mesa_banho,50.0,762.0,2.0,900.0,30.0,4.0,20.0,bed_bath_table,b021c4914aaf3c673e92473fb1e61010,25914,mage,RJ,Repeater
51272,efcd8852328a37fca811747c09c6fb69,1471498aaeb8618816b95071d851da29,delivered,2017-05-21 08:01:40,2017-05-22 10:39:14,2017-05-22 12:48:50,2017-05-24 15:05:49,2017-06-02,1,cf8c83ef74f69705d1bec196473b1b45,520b493b57809f446cb0a233bb3e25c7,2017-05-25 09:31:35,20.0,9.94,cama_mesa_banho,36.0,183.0,1.0,600.0,20.0,40.0,30.0,bed_bath_table,9b7fcfa05fb6f8b88fea3d74a6ba77d6,6900,embu-guacu,SP,Repeater
51273,efcd8852328a37fca811747c09c6fb69,1471498aaeb8618816b95071d851da29,delivered,2017-05-21 08:01:40,2017-05-22 10:39:14,2017-05-22 12:48:50,2017-05-24 15:05:49,2017-06-02,2,cf8c83ef74f69705d1bec196473b1b45,520b493b57809f446cb0a233bb3e25c7,2017-05-25 09:31:35,20.0,9.94,cama_mesa_banho,36.0,183.0,1.0,600.0,20.0,40.0,30.0,bed_bath_table,9b7fcfa05fb6f8b88fea3d74a6ba77d6,6900,embu-guacu,SP,Repeater
51288,0778ca929f32b5357008bd57489a1272,2bf35c36ca33d1e7d63b882349cc4018,delivered,2017-08-22 16:50:10,2017-08-22 17:32:52,2017-08-24 12:20:38,2017-09-01 21:28:55,2017-09-15,1,4793826002e5bd292a4f0057c11f670b,4c8b8048e33af2bf94f2eb547746a916,2017-08-28 17:06:48,44.1,16.11,cama_mesa_banho,58.0,366.0,1.0,600.0,63.0,15.0,28.0,bed_bath_table,5b09c620db60411b0be6f1817c6cbe71,28930,arraial do cabo,RJ,Repeater
51307,bbed43d93838be47e3a0b194063660e2,1afcc25251c2502be51c0c0805015215,delivered,2018-06-23 20:20:13,2018-06-23 20:36:14,2018-06-25 14:58:00,2018-06-28 23:51:52,2018-07-16,1,4ba240359788835937feac3b20013ca3,a3e9a2c700480d9bb01fba070ba80a0e,2018-06-26 20:31:25,69.0,14.06,cama_mesa_banho,42.0,201.0,1.0,750.0,49.0,5.0,39.0,bed_bath_table,bd9faf610de6660a02b39510406c8e9f,19600,rancharia,SP,Repeater
51311,3ae23891986e183545f58cbc836a0106,905723a92cac17c4d438a08531734598,delivered,2018-04-16 19:54:11,2018-04-16 20:15:21,2018-04-17 20:24:38,2018-04-23 18:58:50,2018-05-18,1,7b564d6b4c926ddf0a111006209e1088,b8a0adc91af209270c2c725168eb00fd,2018-04-20 20:15:21,49.9,22.93,cama_mesa_banho,26.0,211.0,1.0,1300.0,40.0,8.0,35.0,bed_bath_table,4e2d666f4bbc94a8ded712172a433d65,21310,rio de janeiro,RJ,Repeater
51325,ccd2795b4fd33757b039fb15b8a12109,e21e09c974438b29525fc0e318648258,delivered,2018-08-15 16:58:08,2018-08-15 17:10:16,2018-08-16 14:27:00,2018-08-17 22:51:29,2018-08-28,2,9fe67dbcc33795d7fafe354d7c850115,c5e60e39c0f42b8e827daa13cff74afa,2018-08-17 17:10:16,10.5,13.48,cama_mesa_banho,36.0,558.0,1.0,850.0,25.0,16.0,23.0,bed_bath_table,53cc7338a7d5994fe8baa28a039d2343,6526,santana de parnaiba,SP,Repeater
51326,ccd2795b4fd33757b039fb15b8a12109,e21e09c974438b29525fc0e318648258,delivered,2018-08-15 16:58:08,2018-08-15 17:10:16,2018-08-16 14:27:00,2018-08-17 22:51:29,2018-08-28,3,9fe67dbcc33795d7fafe354d7c850115,c5e60e39c0f42b8e827daa13cff74afa,2018-08-17 17:10:16,10.5,13.48,cama_mesa_banho,36.0,558.0,1.0,850.0,25.0,16.0,23.0,bed_bath_table,53cc7338a7d5994fe8baa28a039d2343,6526,santana de parnaiba,SP,Repeater
51327,ccd2795b4fd33757b039fb15b8a12109,e21e09c974438b29525fc0e318648258,delivered,2018-08-15 16:58:08,2018-08-15 17:10:16,2018-08-16 14:27:00,2018-08-17 22:51:29,2018-08-28,4,9fe67dbcc33795d7fafe354d7c850115,c5e60e39c0f42b8e827daa13cff74afa,2018-08-17 17:10:16,10.5,13.48,cama_mesa_banho,36.0,558.0,1.0,850.0,25.0,16.0,23.0,bed_bath_table,53cc7338a7d5994fe8baa28a039d2343,6526,santana de parnaiba,SP,Repeater
51328,ccd2795b4fd33757b039fb15b8a12109,e21e09c974438b29525fc0e318648258,delivered,2018-08-15 16:58:08,2018-08-15 17:10:16,2018-08-16 14:27:00,2018-08-17 22:51:29,2018-08-28,1,3e00f726a0e1eab8f2ae5137bf9bf54a,99a54764c341d5dc80b4a8fac4eba3fb,2018-08-24 17:10:16,9.6,4.49,moveis_cozinha_area_de_servico_jantar_e_jardim,32.0,249.0,1.0,9350.0,28.0,33.0,28.0,kitchen_dining_laundry_garden_furniture,53cc7338a7d5994fe8baa28a039d2343,6526,santana de parnaiba,SP,Repeater
51331,621072862bc6de6626af8ce049533638,6ea7c557e13c73169ee461b123bc254c,delivered,2017-12-03 16:05:02,2017-12-03 16:15:29,2017-12-04 19:13:25,2017-12-08 19:27:03,2017-12-28,1,82171fcb587a3c4da7db45e5b6527a3e,8ab42aa58097fd4668d60cc648225d5f,2017-12-07 16:15:29,10.95,17.63,cama_mesa_banho,60.0,1340.0,1.0,100.0,28.0,10.0,24.0,bed_bath_table,f11451a120b48a5c4c36d3274f0fd80c,7190,guarulhos,SP,Repeater
51340,705de20d99bad1d33f30357181b9e9ad,89e0faf57dd5bb277f3f91e014924a6e,delivered,2017-05-28 16:31:17,2017-05-28 16:42:19,2017-05-30 14:31:44,2017-06-08 12:16:00,2017-06-23,1,48f27eae43a6ecfccfd61052113cd322,dc4a0fc896dc34b0d5bfec8438291c80,2017-06-05 16:42:19,65.06,16.22,cama_mesa_banho,56.0,184.0,2.0,600.0,55.0,10.0,50.0,bed_bath_table,6d97028799b1d0a91160e11d45cfeb7b,39730,virginopolis,MG,Repeater
51345,ea38dbbe2044b5c96bf31ff508ba1aad,5f3cf131f81aea5ea90fde7a77feadfb,delivered,2017-05-08 10:55:54,2017-05-08 11:05:12,2017-06-07 11:07:38,2017-06-07 12:01:35,2017-05-30,1,45986044725e448e85eb0d81251a8892,cfb1a033743668a192316f3c6d1d2671,2017-05-15 11:05:12,189.0,39.07,cama_mesa_banho,50.0,484.0,1.0,3950.0,70.0,20.0,70.0,bed_bath_table,969e62a47aec03c735127e6f11ad6564,13063,campinas,SP,Repeater
